Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
25/02/2026 17:50:31,02/02/2026,Giờ Thì,31,buitruonglinh,189554,1761829200000
25/02/2026 17:50:31,02/02/2026,Hãy Trao Cho Anh,32,Sơn Tùng M-TP,944883,6024
25/02/2026 17:50:31,02/02/2026,Dù Cho Tận Thế,33,ERIK,259551,7682
25/02/2026 17:50:31,02/02/2026,Ngàn Năm Ánh Sáng,34,Đặng Vĩnh Thịnh,84982,1170
25/02/2026 17:50:31,02/02/2026,Những Lời Hứa Bỏ Quên,35,Vũ.,314448,2039
25/02/2026 17:50:31,02/02/2026,Pin Dự Phòng,36,Dương Domic,106342,1621
25/02/2026 17:50:31,02/02/2026,Việt Nam Tinh Hoa,37,Nguyễn Hải Phong,4554,6
25/02/2026 17:50:31,02/02/2026,50 Năm Về Sau,38,meChill,16564,584
25/02/2026 17:50:31,02/02/2026,Có Mình Và Ta,39,Nguyễn Vĩ,36731,578
25/02/2026 17:50:31,02/02/2026,Khóa Ly Biệt,40,The Masked Singer,361595,0
25/02/2026 17:50:31,02/02/2026,Hôn Vào Đây Đi,41,VSTRA,24553,689
25/02/2026 17:50:31,02/02/2026,một đời,42,14 Casper,190130,4650
25/02/2026 17:50:31,02/02/2026,Khó Vẽ Nụ Cười,43,Đạt G,555044,5197
25/02/2026 17:50:31,02/02/2026,Panorama,44,Richie D. ICY,39808,658
25/02/2026 17:50:31,02/02/2026,Wrong Times,45,Puppy,189512,3744
25/02/2026 17:50:31,02/02/2026,Exit Sign,46,HIEUTHUHAI,200325,4481
25/02/2026 17:50:31,02/02/2026,Em,47,Binz,49016,1074
25/02/2026 17:50:31,02/02/2026,Nắng Dưới Chân Mây,48,Nguyễn Hữu Kha,103649,2290
25/02/2026 17:50:31,02/02/2026,Thu Đợi,49,Wren Evans,25669,393
25/02/2026 17:50:31,02/02/2026,CHẠY NGAY ĐI,50,Sơn Tùng M-TP,628423,6024
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
26/02/2026 08:54:36,26/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,79887,1983
26/02/2026 08:54:36,26/02/2026,Không Buông,2,Hngle,67672,1384
26/02/2026 08:54:36,26/02/2026,50 Năm Về Sau,3,F47,157293,3149
26/02/2026 08:54:36,26/02/2026,Ai Ngoài Anh,4,VSTRA,65157,2401
26/02/2026 08:54:36,26/02/2026,Tấm Lòng Cửu Long,5,Ricky Star,87794,1595
26/02/2026 08:54:36,26/02/2026,Vạn Sự Như Ý,6,Trúc Nhân,189039,4876
26/02/2026 08:54:36,26/02/2026,Anh Đã Không Biết Cách Yêu Em,7,Quang Đăng Trần,134029,3425
26/02/2026 08:54:36,26/02/2026,In Love,8,Low G,41810,1793
26/02/2026 08:54:36,26/02/2026,CHỜ ANH VỀ,9,"ANH TRAI ""SAY HI""",83767,1770
26/02/2026 08:54:36,26/02/2026,chẳng phải tình đầu sao đau đến thế,10,MIN,103600,2123
26/02/2026 08:54:36,26/02/2026,Thanh Tân,11,VƯƠNG BÌNH,175854,5202
26/02/2026 08:54:36,26/02/2026,Anh Tên Là,12,Anh Bằng,41881,783
26/02/2026 08:54:36,26/02/2026,Thiệp Hồng Sai Tên,13,Nguyễn Thành Đạt,38340,609
26/02/2026 08:54:36,26/02/2026,Trộm Vía,14,Vũ Thùy Linh,44656,751
26/02/2026 08:54:36,26/02/2026,Kho Báu,15,(S)TRONG,38181,758
26/02/2026 08:54:36,26/02/2026,Ngày Này Năm Ấy,16,Việt Anh,394713,14127
26/02/2026 08:54:36,26/02/2026,Chất Gây Hại,17,Quang Hùng MasterD,91674,1620
26/02/2026 08:54:36,26/02/2026,Người Đầu Tiên,18,Juky San,341789,6026
26/02/2026 08:54:36,26/02/2026,Không Thời Gian,19,Dương Domic,77924,1325
26/02/2026 08:54:36,26/02/2026,Hẹn Lần Sau,20,MAYDAYs,119071,1654
26/02/2026 08:54:36,26/02/2026,Mất Kết Nối,21,Dương Domic,28427,581
26/02/2026 08:54:36,26/02/2026,hello em có khỏe không,22,Dfoxie37,86881,1694
26/02/2026 08:54:36,26/02/2026,Nơi Này Có Anh,23,Sơn Tùng M-TP,42561,682
26/02/2026 08:54:36,26/02/2026,SỚM MUỘN THÌ,24,"ANH TRAI ""SAY HI""",25916,454
26/02/2026 08:54:36,26/02/2026,Dạo Này,25,Obito,247975,2042
26/02/2026 08:54:36,26/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,26,"ANH TRAI ""SAY HI""",100013,2015
26/02/2026 08:54:36,26/02/2026,Em Thua Cô Ta (#1),27,Thiên Đình,153439,4729
26/02/2026 08:54:36,26/02/2026,Đứa Trẻ Mùa Đông Chí,28,Jack - J97,65505,1054
26/02/2026 08:54:36,26/02/2026,Bình Yên,29,Vũ.,317693,6026
26/02/2026 08:54:36,26/02/2026,Giờ Thì,30,buitruonglinh,214674,1300
26/02/2026 08:54:36,26/02/2026,Exit Sign,31,HIEUTHUHAI,189666,4660
26/02/2026 08:54:36,26/02/2026,Ngàn Năm Ánh Sáng,32,Đặng Vĩnh Thịnh,944951,6026
26/02/2026 08:54:36,26/02/2026,Lò Vi Sóng,33,Quang Hùng MasterD,259647,7684
26/02/2026 08:54:36,26/02/2026,Giữ Anh Em Cũng Làm Không Xong (From “Thỏ Ơi!!” Original Motion Picture Soundtrack),34,Lyly,85097,1174
26/02/2026 08:54:36,26/02/2026,E Là Không Thể,35,Anh Quân,314513,2042
26/02/2026 08:54:36,26/02/2026,Gió Đưa Tình,36,Wren Evans,106414,1626
26/02/2026 08:54:36,26/02/2026,Những Lời Hứa Bỏ Quên,37,Vũ.,4568,6
26/02/2026 08:54:36,26/02/2026,Dù Cho Tận Thế,38,ERIK,16649,589
26/02/2026 08:54:36,26/02/2026,Âm Thầm Bên Em,39,Sơn Tùng M-TP,36855,583
26/02/2026 08:54:36,26/02/2026,Còn Gì Đẹp Hơn (Mưa Đỏ Original Soundtrack),40,Nguyễn Hùng,361646,0
26/02/2026 08:54:36,26/02/2026,Hôn Vào Đây Đi,41,VSTRA,24667,696
26/02/2026 08:54:36,26/02/2026,Panorama,42,Richie D. ICY,190210,4660
26/02/2026 08:54:36,26/02/2026,Khóa Ly Biệt,43,The Masked Singer,555085,5202
26/02/2026 08:54:36,26/02/2026,Hãy Trao Cho Anh,44,Sơn Tùng M-TP,39898,661
26/02/2026 08:54:36,26/02/2026,Có Mình Và Ta,45,Nguyễn Vĩ,189583,3746
26/02/2026 08:54:36,26/02/2026,Pin Dự Phòng,46,Dương Domic,200410,4483
26/02/2026 08:54:36,26/02/2026,một đời,47,14 Casper,49075,1077
26/02/2026 08:54:36,26/02/2026,Wrong Times,48,Puppy,103687,2292
26/02/2026 08:54:36,26/02/2026,KHÔNG ĐAU NỮA RỒI,49,"EM XINH ""SAY HI""",25737,396
26/02/2026 08:54:36,26/02/2026,I Love You,50,Bùi Công Nam,628461,6026
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
26/02/2026 09:10:54,26/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,79900,1983
26/02/2026 09:10:54,26/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,41892,783
26/02/2026 09:10:54,26/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,4493,157
26/02/2026 09:10:54,26/02/2026,Anh Tên Là,4,Anh Bằng,8317,17
26/02/2026 09:10:54,26/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,15460,274
26/02/2026 09:10:54,26/02/2026,Trộm Vía,6,Vũ Thùy Linh,28434,581
26/02/2026 09:10:54,26/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,41819,1793
26/02/2026 09:10:54,26/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,4353,132
26/02/2026 09:10:54,26/02/2026,Ai Ngoài Anh,9,VSTRA,67680,1384
26/02/2026 09:10:54,26/02/2026,50 Năm Về Sau,10,F47,65168,2401
26/02/2026 09:10:54,26/02/2026,Thanh Tân,11,VƯƠNG BÌNH,8543,171
26/02/2026 09:10:54,26/02/2026,Dạo Này,12,Obito,38186,758
26/02/2026 09:10:54,26/02/2026,Gió Đưa Tình,13,Wren Evans,25918,454
26/02/2026 09:10:54,26/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",83776,1770
26/02/2026 09:10:54,26/02/2026,Hôn Vào Đây Đi,15,VSTRA,24671,696
26/02/2026 09:10:54,26/02/2026,OVERDRIVE,16,TWS,8500,141
26/02/2026 09:10:54,26/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,14098,179
26/02/2026 09:10:54,26/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,12101,144
26/02/2026 09:10:54,26/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",21105,306
26/02/2026 09:10:54,26/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,134037,3425
26/02/2026 09:10:54,26/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",18716,265
26/02/2026 09:10:54,26/02/2026,Hẹn Lần Sau,22,MAYDAYs,38344,609
26/02/2026 09:10:54,26/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,94682,2196
26/02/2026 09:10:54,26/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",20448,296
26/02/2026 09:10:54,26/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,38415,457
26/02/2026 09:10:54,26/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,103602,2123
26/02/2026 09:10:54,26/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",86882,1694
26/02/2026 09:10:54,26/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,44663,751
26/02/2026 09:10:54,26/02/2026,GO!,29,CORTIS,35863,438
26/02/2026 09:10:54,26/02/2026,hello em có khỏe không,30,Dfoxie37,42563,682
26/02/2026 09:10:54,26/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,81512,1521
26/02/2026 09:10:54,26/02/2026,In Love,32,Low G,87799,1595
26/02/2026 09:10:54,26/02/2026,Người Đầu Tiên,33,Juky San,77931,1325
26/02/2026 09:10:54,26/02/2026,Panorama,34,Richie D. ICY,39899,661
26/02/2026 09:10:54,26/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,65507,1054
26/02/2026 09:10:54,26/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",100015,2015
26/02/2026 09:10:54,26/02/2026,EYES CLOSED,37,JISOO,15533,263
26/02/2026 09:10:54,26/02/2026,Không Thời Gian,38,Dương Domic,91679,1620
26/02/2026 09:10:54,26/02/2026,Không Buông,39,Hngle,157313,3149
26/02/2026 09:10:54,26/02/2026,The Fate of Ophelia,40,Taylor Swift,45623,787
26/02/2026 09:10:54,26/02/2026,Kho Báu,41,(S)TRONG,175856,5202
26/02/2026 09:10:54,26/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,110855,2685
26/02/2026 09:10:54,26/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,189041,4876
26/02/2026 09:10:54,26/02/2026,Ngày Này Năm Ấy,44,Việt Anh,119075,1654
26/02/2026 09:10:54,26/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,19248,305
26/02/2026 09:10:54,26/02/2026,Tặng em đoá hoa hồng,46,Dacol,35053,480
26/02/2026 09:10:54,26/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,85098,1174
26/02/2026 09:10:54,26/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,244071,6113
26/02/2026 09:10:54,26/02/2026,Khi 22,49,Ricky Star,33178,510
26/02/2026 09:10:54,26/02/2026,Golden,50,HUNTR/X,52418,174
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
26/02/2026 17:50:20,26/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,80483,1983
26/02/2026 17:50:20,26/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,42435,783
26/02/2026 17:50:20,26/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,4984,157
26/02/2026 17:50:20,26/02/2026,Anh Tên Là,4,Anh Bằng,8911,22
26/02/2026 17:50:20,26/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,16505,274
26/02/2026 17:50:20,26/02/2026,Trộm Vía,6,Vũ Thùy Linh,28658,581
26/02/2026 17:50:20,26/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,42035,1793
26/02/2026 17:50:20,26/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,4584,132
26/02/2026 17:50:20,26/02/2026,Ai Ngoài Anh,9,VSTRA,68014,1384
26/02/2026 17:50:20,26/02/2026,50 Năm Về Sau,10,F47,65724,2401
26/02/2026 17:50:20,26/02/2026,Thanh Tân,11,VƯƠNG BÌNH,8949,171
26/02/2026 17:50:20,26/02/2026,Dạo Này,12,Obito,38323,758
26/02/2026 17:50:20,26/02/2026,Gió Đưa Tình,13,Wren Evans,26024,454
26/02/2026 17:50:20,26/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",83994,1770
26/02/2026 17:50:20,26/02/2026,Hôn Vào Đây Đi,15,VSTRA,24774,696
26/02/2026 17:50:20,26/02/2026,OVERDRIVE,16,TWS,8561,141
26/02/2026 17:50:20,26/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,14253,179
26/02/2026 17:50:20,26/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,12206,144
26/02/2026 17:50:20,26/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",21176,306
26/02/2026 17:50:20,26/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,134215,3425
26/02/2026 17:50:20,26/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",18784,265
26/02/2026 17:50:20,26/02/2026,Hẹn Lần Sau,22,MAYDAYs,38529,609
26/02/2026 17:50:20,26/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,94882,2196
26/02/2026 17:50:20,26/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",20503,296
26/02/2026 17:50:20,26/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,38549,457
26/02/2026 17:50:20,26/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,103825,2123
26/02/2026 17:50:20,26/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",87010,1694
26/02/2026 17:50:20,26/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,44880,751
26/02/2026 17:50:20,26/02/2026,GO!,29,CORTIS,35956,438
26/02/2026 17:50:20,26/02/2026,hello em có khỏe không,30,Dfoxie37,42708,682
26/02/2026 17:50:20,26/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,81695,1521
26/02/2026 17:50:20,26/02/2026,In Love,32,Low G,88043,1595
26/02/2026 17:50:20,26/02/2026,Người Đầu Tiên,33,Juky San,78110,1325
26/02/2026 17:50:20,26/02/2026,Panorama,34,Richie D. ICY,39985,661
26/02/2026 17:50:20,26/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,65664,1054
26/02/2026 17:50:20,26/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",100143,2015
26/02/2026 17:50:20,26/02/2026,EYES CLOSED,37,JISOO,15570,263
26/02/2026 17:50:20,26/02/2026,Không Thời Gian,38,Dương Domic,91854,1620
26/02/2026 17:50:20,26/02/2026,Không Buông,39,Hngle,158004,3149
26/02/2026 17:50:20,26/02/2026,The Fate of Ophelia,40,Taylor Swift,45732,787
26/02/2026 17:50:20,26/02/2026,Kho Báu,41,(S)TRONG,176001,5202
26/02/2026 17:50:20,26/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,111011,2685
26/02/2026 17:50:20,26/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,189246,4876
26/02/2026 17:50:20,26/02/2026,Ngày Này Năm Ấy,44,Việt Anh,119256,1654
26/02/2026 17:50:20,26/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,19303,305
26/02/2026 17:50:20,26/02/2026,Tặng em đoá hoa hồng,46,Dacol,35128,480
26/02/2026 17:50:20,26/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,85228,1174
26/02/2026 17:50:20,26/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,244225,6113
26/02/2026 17:50:20,26/02/2026,Khi 22,49,Ricky Star,33228,510
26/02/2026 17:50:20,26/02/2026,Golden,50,HUNTR/X,52476,174
